"","User","ISBN","Book.Rating"
"1775",277427,"0679457313",0
"1776",277427,"0679459626",0
"1784",277427,"0684864320",0
"1785",277427,"0684866048",0
"1786",277427,"0684869098",8
"1788",277427,"0688037879",0
"1799",277427,"0743406176",8
"1802",277427,"0743422910",0
"1803",277427,"0743444477",9
"1804",277427,"0743457943",8
"1808",277427,"0767903382",10
"1809",277427,"076790446X",0
"1812",277427,"078762764X",0
"1818",277427,"0803786824",0
"1819",277427,"080410753X",0
"1828",277427,"0811801802",0
"1829",277427,"0811802981",10
"1834",277427,"0812575555",0
"1838",277427,"0836204387",0
"1840",277427,"0836213068",0
"1843",277427,"0836217691",10
"1846",277427,"0836218655",0
"1847",277427,"0836218787",0
"1849",277427,"0836218833",0
"1852",277427,"0836221362",0
"1854",277427,"0842314296",0
"1857",277427,"0842352368",0
"1888",277427,"0895772183",0
"1894",277427,"0898157803",10
"1895",277427,"0898793912",9
"1903",277427,"0898797993",0
"1904",277427,"091031103X",0
"1913",277427,"0932944523",0
"1917",277427,"0971880107",0
"1919",277427,"1400034779",0
"1924",277427,"1557733090",0
"1930",277427,"1564142019",0
"1937",277427,"1570620768",0
"1942",277427,"157421005X",0
"1954",277432,"0373765541",8
"1960",277435,"031215125X",8
"1961",277436,"0590629786",10
"1962",277436,"0590629794",10
"1963",277436,"0590629808",10
"1967",277439,"0345444892",5
"1968",277439,"0345452550",5
"1969",277439,"0385504209",0
"1973",277439,"0553579134",7
"1976",277439,"0688034047",0
"1981",277457,"3442729785",7
"1983",277462,"0312195516",10
"1986",277466,"0380718340",7
"1987",277466,"0385491387",0
"1988",277466,"0395835836",0
"1990",277466,"0425175405",0
"1993",277466,"0446612790",0
"2001",277466,"0671003755",0
"2005",277469,"0553572997",9
"2006",277470,"0330312367",5
"2014",277478,"006105481X",0
"2015",277478,"0061091995",0
"2031",277478,"0312275366",0
"2034",277478,"0312868383",0
"2035",277478,"031287216X",0
"2047",277478,"0345330129",8
"2050",277478,"0345351525",0
"2051",277478,"0345368959",0
"2052",277478,"0345394267",0
"2081",277478,"0425061930",0
"2083",277478,"042508471X",0
"2084",277478,"0425104273",0
"2088",277478,"0425169863",0
"2092",277478,"0440107601",0
"2099",277478,"0440225701",0
"2110",277478,"0449149706",0
"2120",277478,"0451410769",0
"2134",277478,"0553245856",0
"2135",277478,"0553264192",0
"2136",277478,"0553266055",0
"2141",277478,"0553579754",0
"2149",277478,"0671003755",0
"2150",277478,"0671020560",7
"2152",277478,"0671525832",0
"2157",277478,"0671679473",0
"2159",277478,"0671888587",0
"2166",277478,"0752853694",10
"2183",277478,"0851152023",0
"2187",277478,"0886778220",0
"2189",277478,"0971880107",0
"2190",277478,"1550224670",0
"2193",277478,"1740595904",7
"2197",277478,"1892065444",0
"2228",277488,"2070528189",0
"2231",277506,"0553148001",10
"2243",277513,"0399143947",0
"2250",277517,"0553272586",10
"2253",277519,"0895261901",10
"2259",277523,"0385336322",10
"2261",277523,"0385508042",10
"2264",277523,"0399151877",10
"2265",277523,"0440241537",10
"2274",277523,"0684835983",10
"2276",277523,"0743206045",10
"2279",277523,"1558744150",10
"2287",277527,"0679723161",8
"2289",277527,"0688178456",8
"2293",277530,"0971880107",0
"2295",277533,"0452268060",7
"2296",277533,"0679734775",6
"2304",277548,"0970172605",10
"2310",277554,"0452268060",5
"2311",277554,"0553211803",7
"2331",277563,"0312986769",7
"2336",277563,"0743418174",0
"2349",277569,"0345447867",0
"2351",277569,"0393317552",0
"2353",277575,"0061015725",0
"2354",277575,"0142004235",5
"2361",277585,"0715309404",8
"2364",277588,"8401499585",8
"2367",277589,"0385504209",0
"2378",277598,"0375707972",8
"2379",277601,"0312421273",3
"2380",277601,"0679771476",7
"2386",277619,"0618002219",8
"2388",277623,"002542730X",5
"2391",277623,"0312167792",7
"2393",277623,"0786890436",4
"2396",277623,"1588720756",6
"2397",277623,"1590521986",0
"2399",277627,"3423000015",0
"2400",277627,"3423124199",10
"2401",277627,"3423125756",10
"2402",277627,"3453002393",0
"2403",277627,"3499207338",0
"2410",277629,"0399132414",9
"2411",277629,"0425116840",6
"2414",277629,"0671000306",7
"2421",277633,"0553245694",7
"2439",277639,"0312975643",0
"2449",277639,"0345346777",8
"2451",277639,"034539657X",8
"2454",277639,"0373030959",0
"2462",277639,"0373035373",0
"2473",277639,"0373225008",0
"2481",277639,"037329042X",0
"2491",277639,"0380001799",7
"2497",277639,"0380707837",6
"2500",277639,"0380731851",6
"2512",277639,"0425046605",0
"2522",277639,"0425133540",0
"2523",277639,"0425142485",7
"2535",277639,"0440202752",0
"2540",277639,"0440213525",0
"2541",277639,"0440214041",9
"2542",277639,"0440218535",0
"2551",277639,"0446341096",0
"2552",277639,"0446359866",0
"2554",277639,"0446401579",0
"2556",277639,"0446612790",0
"2575",277639,"0451130995",0
"2593",277639,"0523414668",0
"2603",277639,"0553230565",0
"2605",277639,"055323577X",0
"2612",277639,"0553478257",0
"2618",277639,"0553579754",7
"2630",277639,"0590449591",0
"2639",277639,"0590568779",0
"2640",277639,"0590568809",0
"2641",277639,"0590568892",0
"2643",277639,"0590687301",0
"2644",277639,"067100185X",0
"2645",277639,"0671001868",0
"2646",277639,"0671004565",0
"2647",277639,"0671034022",0
"2653",277639,"0671469703",0
"2656",277639,"0671537253",0
"2660",277639,"0671833316",0
"2670",277639,"0786815183",0
"2676",277639,"0812543262",8
"2695",277641,"0375406328",7
"2698",277646,"0451210980",9
"2699",277647,"067976397X",8
"2705",277651,"0743225406",8
"2714",277662,"0553290118",0
"2717",277662,"0684835983",0
"2719",277662,"0743212002",0
"2739",277681,"2070362388",0
"2741",277681,"2070403920",0
"2743",277681,"2253016950",5
"2746",277681,"2253057649",4
"2750",277681,"2266000489",7
"2753",277687,"342312721X",0
"2760",277698,"0316769487",6
"2762",277700,"0399145850",9
"2763",277701,"0006546684",0
"2764",277705,"0440214041",0
"2766",277710,"0061015725",4
"2799",277711,"3320013041",0
"2804",277711,"3499102315",0
"2810",277714,"089296751X",10
"2814",277722,"0449005615",10
"2828",277743,"0446310786",9
"2830",277744,"0312421273",7
"2831",277744,"0316117064",8
"2832",277744,"0345339681",3
"2835",277744,"0385491328",8
"2836",277744,"0440235162",5
"2837",277744,"0449005615",0
"2838",277744,"0452279844",5
"2839",277744,"0553213997",5
"2842",277744,"0679416498",10
"2843",277744,"0743457943",0
"2845",277744,"0880016329",0
"2848",277744,"0929634063",10
"2859",277752,"0679734775",8
"2861",277756,"0385484518",7
"2864",277764,"0399501487",9
"2865",277765,"0553272535",8
"2869",277774,"0451524462",7
"2871",277776,"0345339681",7
"2875",277781,"0553262149",0
"2877",277783,"0380778556",8
"2883",277791,"0590442988",0
"2887",277797,"0440228441",8
"2888",277798,"0385484518",8
"2893",277803,"0142001740",8
"2895",277808,"0553272535",9
"2898",277812,"0345339681",0
"2905",277819,"0553210092",0
"2911",277827,"0380778556",9
"2912",277828,"0380778556",8
"2916",277833,"0809015803",10
"2919",277837,"0553274503",0
"2924",277843,"1566194881",0
"2926",277845,"0060953225",0
"2938",277873,"042518336X",5
"2939",277873,"0553575538",6
"2941",277873,"0767903579",7
"2948",277879,"0451180240",0
"2949",277879,"0451204492",7
"2953",277879,"0671759361",8
"2954",277879,"0743438035",7
"2956",277879,"0843943289",7
"2959",277879,"1557734569",7
"2981",277892,"0151006903",0
"2984",277898,"1558744606",8
"2986",277901,"0064440214",0
"2989",277901,"0394890485",0
"2991",277901,"0446672211",7
"2994",277901,"0525446044",7
"2995",277901,"0525451331",0
"3006",277904,"006019491X",7
"3012",277915,"0060923245",0
"3015",277915,"0452269571",8
"3016",277915,"0671510053",7
"3021",277921,"0394909674",8
"3026",277922,"0440225701",6
"3027",277922,"0446609943",7
"3031",277922,"0553582925",0
"3034",277922,"0812590236",0
"3036",277923,"0061093947",10
"3039",277923,"0375725784",0
"3040",277923,"0385492081",9
"3045",277928,"0060173289",0
"3051",277928,"0375400117",0
"3052",277928,"0375410287",8
"3056",277928,"0385323638",0
"3061",277928,"0395957737",0
"3062",277928,"0446532231",0
"3069",277928,"0670843105",10
"3071",277928,"0670892963",0
"3074",277928,"0679457313",0
"3078",277928,"0679764925",8
"3081",277928,"0684810476",0
"3091",277928,"0892963883",6
"3095",277928,"0945575750",0
"3103",277929,"0425191001",9
"3121",277929,"1551665522",8
"3123",277930,"0399149244",0
"3124",277932,"0971880107",0
"3128",277937,"0312195516",0
"3135",277937,"0684844826",0
"3137",277937,"0684865742",0
"3139",277937,"0743237188",7
"3143",277938,"0446672211",9
"3146",277938,"055328942X",0
"3147",277938,"0743437802",9
"3150",277945,"0312980353",8
"3159",277945,"0515118249",0
"3161",277945,"051512317X",7
"3167",277945,"0515136530",7
"3169",277946,"080505801X",7
"3173",277954,"0140096922",9
"3186",277958,"0142001740",9
"3188",277959,"0446529788",6
"3190",277959,"0684855631",0
"3191",277959,"0688179088",8
"3195",277959,"1551668904",7
"3204",277962,"0451169530",0
"3207",277962,"0886777631",0
"3210",277965,"0060173289",0
"3214",277965,"0316789089",5
"3218",277965,"0345378490",0
"3223",277965,"0345417623",0
"3226",277965,"0385484518",10
"3237",277965,"044840124X",8
"3240",277965,"0525462325",6
"3246",277965,"0684808943",8
"3249",277965,"0688170412",0
"3251",277965,"0761107363",10
"3255",277965,"0786881852",7
"3256",277965,"0895261901",10
"3258",277965,"096665370X",8
"3261",277969,"0446527785",8
"3263",277978,"0385503008",0
"3265",277982,"0312964919",7
"3271",277982,"0425147711",10
"3277",277982,"0451206274",7
"3283",277982,"0812561864",0
"3285",277984,"0345384369",0
"3291",277984,"0441860532",0
"3296",277984,"0515104175",10
"3300",277984,"0804115699",0
"3306",277987,"0385503857",0
"3322",278002,"0394484347",0
"3325",278002,"0440155029",0
"3328",278002,"0451124340",0
"3346",278008,"0142001848",0
"3353",278012,"0140433139",0
"3369",278019,"0671002384",9
"3370",278019,"0671002406",9
"3371",278019,"0671004247",9
"3375",278021,"0671755145",0
"3383",278026,"0061009059",8
"3390",278026,"0345447867",0
"3392",278026,"0380731851",5
"3400",278026,"0440221048",8
"3402",278026,"0446527912",0
"3407",278026,"0449006522",8
"3410",278026,"0449227545",3
"3418",278026,"0515129038",5
"3427",278026,"0684810387",8
"3429",278026,"0743206045",7
"3430",278026,"0743417836",5
"3439",278026,"1551669609",0
"3449",278043,"3442724937",0
"3452",278044,"0312878737",0
"3465",278054,"1842322753",2
"3483",278058,"0590975986",0
"3484",278063,"0452281253",7
"3485",278064,"0060172703",0
"3504",278079,"0385486804",8
"3507",278085,"0374270325",7
"3522",278100,"0671876864",0
"3524",278104,"0804111359",0
"3527",278107,"0446605239",8
"3528",278110,"0671870998",8
"3534",278112,"0385472951",8
"3536",278112,"0515118230",6
"3540",278119,"0684848961",0
"3541",278120,"0515130125",0
"3542",278122,"0375727345",10
"3546",278131,"0060958022",8
"3547",278137,"0060002492",7
"3557",278137,"0312195516",0
"3558",278137,"0312951639",0
"3560",278137,"0345257596",9
"3565",278137,"0345337662",7
"3566",278137,"0345347951",0
"3567",278137,"0373032706",0
"3570",278137,"0373079001",8
"3579",278137,"0373260539",0
"3586",278137,"0380600129",8
"3590",278137,"0396067425",0
"3594",278137,"0425189082",9
"3598",278137,"0440200989",0
"3600",278137,"0440224772",0
"3604",278137,"0440940001",8
"3608",278137,"0441094880",9
"3610",278137,"0446527793",0
"3611",278137,"0446606812",7
"3629",278137,"0671003755",0
"3631",278137,"0671508369",0
"3634",278137,"0671568175",0
"3643",278137,"0671820648",0
"3645",278137,"0671888587",0
"3651",278137,"0812566378",0
"3660",278137,"0899669492",9
"3662",278137,"0971880107",0
"3665",278137,"1558744150",9
"3687",278144,"0060930535",0
"3689",278144,"006440174X",0
"3694",278144,"0345417623",0
"3697",278144,"0373243286",0
"3702",278144,"0385490445",0
"3704",278144,"039914465X",0
"3708",278144,"039914739X",0
"3709",278144,"0399149759",0
"3715",278144,"0425179265",0
"3720",278144,"0446523321",0
"3724",278144,"0446605239",0
"3726",278144,"0446672211",0
"3730",278144,"0553052152",0
"3735",278144,"0670869902",0
"3739",278144,"0671015206",0
"3743",278144,"0679404864",0
"3745",278144,"0679450432",0
"3746",278144,"0679450440",0
"3751",278144,"0743206045",0
"3754",278144,"0767913795",0
"3756",278144,"0804107602",0
"3760",278144,"140003180X",0
"3761",278144,"1551666839",0
"3767",278153,"0446612545",0
"3771",278156,"0743427033",7
"3772",278158,"0451524934",0
"3775",278161,"0312870582",5
"3776",278162,"059035342X",10
"3780",278168,"0747530386",6
"3782",278172,"0380817144",7
"3783",278176,"0971880107",9
"3785",278181,"0374527075",9
"3788",278184,"0425174360",7
"3790",278185,"0142000205",4
"3791",278185,"0671038230",5
"3794",278188,"0140345809",0
"3796",278188,"0140386742",0
"3800",278188,"0312978367",0
"3801",278188,"0312979479",0
"3805",278188,"0345296532",0
"3814",278188,"037316985X",0
"3815",278188,"0373169868",0
"3816",278188,"0373169876",0
"3818",278188,"0373218192",7
"3819",278188,"0373223218",4
"3822",278188,"0373262183",0
"3824",278188,"037327291X",5
"3825",278188,"0373272995",0
"3826",278188,"0373290861",7
"3830",278188,"037344186X",0
"3832",278188,"0373484003",7
"3833",278188,"0373711263",0
"3859",278188,"0440122090",4
"3860",278188,"0440200946",0
"3863",278188,"0440223571",9
"3864",278188,"0440225701",9
"3866",278188,"0440426766",0
"3876",278188,"0446611867",0
"3877",278188,"0449000613",0
"3879",278188,"0449134482",0
"3884",278188,"0505524678",0
"3890",278188,"0515130648",0
"3891",278188,"0515134368",0
"3899",278188,"0553278746",0
"3907",278188,"0590424939",7
"3911",278188,"0590425013",0
"3918",278188,"0590436414",7
"3920",278188,"0590436597",7
"3921",278188,"0590437186",0
"3923",278188,"0590437224",0
"3929",278188,"0590456490",7
"3935",278188,"0671556835",0
"3938",278188,"0671644459",7
"3971",278188,"082177574X",7
"3990",278194,"0020532105",10
"3994",278194,"0156007819",3
"3995",278194,"0156011042",7
"3998",278194,"0375705619",5
"3999",278194,"0375725784",0
"4004",278194,"0385498802",4
"4005",278194,"0425152251",0
"4006",278194,"0440212723",9
"4007",278194,"0440241537",7
"4012",278194,"0671683993",8
"4013",278194,"0671789422",0
"4016",278194,"0802139256",6
"4018",278197,"0553574671",7
"4019",278197,"0849937531",9
"4023",278202,"014025448X",2
"4024",278202,"0312252617",4
"4041",278202,"0553104136",4
"4042",278202,"0671510126",10
"4047",278202,"0743412761",4
"4048",278202,"1401030270",4
"4052",278207,"0425191028",7
"4054",278209,"014011291X",6
"4056",278209,"0452267455",7
"4060",278216,"0060550392",0
"4064",278218,"0140039589",7
"4074",278220,"0671003755",8
"4075",278221,"0060930535",0
"4084",278221,"0446612790",0
"4085",278221,"0446613436",7
"4086",278221,"0515132020",0
"4103",278221,"0871237954",10
"4110",278221,"155661246X",9
"4126",278243,"0156711427",8
"4127",278243,"0375725784",7
"4128",278243,"0671510053",8
"4129",278244,"0800714083",7
"4131",278246,"0618129030",8
"4140",278250,"0441001947",0
"4141",278251,"044020562X",7
"4146",278255,"0062720732",9
"4147",278255,"0066211115",0
"4149",278255,"0440241162",8
"4150",278255,"0440508320",0
"4153",278255,"1878424319",0
"4155",278257,"0060974788",8
"4156",278257,"039592720X",0
"4162",278259,"0451163494",9
"4170",278274,"067988288X",0
"4173",278280,"3442444365",0
"4175",278300,"0345447832",7
"4177",278307,"0375410848",7
"4186",278314,"0140309578",8
"4189",278314,"0399146431",7
"4192",278314,"0679445315",7
"4196",278314,"0743224574",0
"4197",278314,"1573221775",2
"4200",278325,"0440214041",7
"4204",278333,"0440225701",10
"4210",278342,"0671510053",8
"4214",278342,"0743225406",8
"4216",278342,"0786889020",0
"4224",278346,"0316969680",0
"4230",278346,"0446600261",0
"4236",278350,"0312195516",9
"4237",278355,"1577780728",9
"4241",278356,"0028629299",8
"4249",278356,"0141310944",0
"4251",278356,"0192828630",0
"4254",278356,"0374270325",9
"4258",278356,"0439064872",8
"4262",278356,"0440057574",10
"4265",278356,"0446977551",9
"4268",278356,"059035342X",0
"4269",278356,"0671016768",8
"4275",278356,"0786868414",9
"4284",278357,"0064407462",10
"4287",278361,"0671004565",0
"4294",278373,"0971880107",0
"4296",278377,"0425147231",0
"4304",278390,"0425182908",4
"4308",278390,"0553569058",9
"4311",278390,"0671683993",10
"4312",278390,"0671789422",0
"4317",278390,"080410753X",9
"4321",278400,"0553286218",0
"4324",278409,"0345425707",0
"4337",278418,"0020435207",0
"4341",278418,"0020532105",0
"4350",278418,"0030045592",0
"4352",278418,"003021436X",0
"4353",278418,"0030214416",0
"4358",278418,"006015957X",0
"4361",278418,"0060175532",0
"4371",278418,"0060235322",0
"4377",278418,"0060244240",0
"4381",278418,"0060392185",8
"4384",278418,"0060806982",0
"4395",278418,"0061004499",0
"4398",278418,"0061020192",0
"4413",278418,"0061062995",0
"4415",278418,"0061065404",0
"4416",278418,"0061065579",0
"4421",278418,"0061076031",0
"4422",278418,"0061080489",0
"4428",278418,"0061091790",0
"4429",278418,"0061092827",0
"4431",278418,"0061093343",0
"4437",278418,"0061099015",0
"4441",278418,"0062731769",0
"4444",278418,"0064400425",0
"4446",278418,"0064400581",0
"4448",278418,"0064401324",0
"4451",278418,"0064401987",0
"4454",278418,"0064406229",0
"4456",278418,"0064407055",0
"4460",278418,"0064440168",0
"4461",278418,"0064440303",0
"4465",278418,"0064450872",0
"4469",278418,"0066211611",0
"4490",278418,"0140065172",0
"4495",278418,"0140116524",0
"4500",278418,"014025448X",0
"4503",278418,"0140312587",0
"4508",278418,"0140329692",0
