"","User","ISBN","Book.Rating"
"2271",277523,"0553801589",10
"2283",277527,"0316777722",10
"2292",277529,"0064400557",8
"2297",277535,"0316601950",9
"2305",277554,"0345392825",9
"2309",277554,"0449907481",0
"2317",277562,"0140043519",9
"2321",277562,"0571200389",0
"2329",277563,"0061053775",5
"2332",277563,"0312995431",9
"2350",277569,"0385511612",0
"2355",277575,"0446301582",9
"2356",277575,"0446608262",9
"2375",277594,"0373872089",0
"2377",277596,"0373243758",0
"2385",277610,"0688150772",8
"2392",277623,"0312290659",9
"2405",277629,"0345391055",0
"2408",277629,"0380018179",8
"2431",277639,"0140055932",0
"2434",277639,"030702024X",8
"2436",277639,"0312955863",0
"2443",277639,"0345271955",0
"2450",277639,"0345391055",0
"2463",277639,"0373089767",0
"2517",277639,"0425107507",9
"2526",277639,"0425161242",0
"2531",277639,"0440150795",0
"2538",277639,"0440211727",8
"2555",277639,"0446611212",0
"2557",277639,"0446794031",8
"2566",277639,"044921852X",7
"2587",277639,"0453008739",0
"2607",277639,"0553265784",0
"2608",277639,"0553277812",0
"2617",277639,"0553542109",0
"2619",277639,"0553582755",0
"2620",277639,"0553586122",0
"2627",277639,"059039990X",0
"2664",277639,"0679442944",0
"2696",277641,"0452277337",8
"2701",277648,"0679745580",8
"2702",277650,"0451622898",10
"2708",277660,"2070360016",7
"2716",277662,"0671626191",0
"2720",277662,"0764222171",3
"2721",277662,"087542127X",5
"2722",277662,"0886777011",9
"2751",277681,"229031465X",7
"2756",277689,"0804106304",0
"2765",277706,"0380717018",0
"2777",277710,"0553582763",6
"2784",277711,"0345260406",0
"2787",277711,"0449212602",0
"2789",277711,"0452264464",0
"2790",277711,"0452269652",0
"2806",277711,"3770153081",0
"2815",277722,"0451205774",0
"2822",277737,"0440217520",8
"2834",277744,"0375760245",7
"2856",277746,"0843950366",9
"2858",277752,"0316666343",7
"2862",277759,"0553211404",7
"2866",277767,"3423125659",7
"2867",277768,"0312171838",0
"2873",277778,"0061097314",8
"2876",277782,"0425173739",7
"2879",277786,"0816741271",0
"2882",277790,"0064400557",0
"2884",277793,"0807083054",0
"2885",277794,"0440967694",8
"2894",277807,"0345443284",5
"2897",277811,"055323370X",0
"2899",277813,"0141310073",0
"2902",277816,"0060915544",0
"2903",277817,"0425173755",10
"2908",277824,"0141310073",9
"2910",277826,"0671522728",0
"2913",277830,"0140118993",10
"2923",277842,"0590554085",0
"2942",277873,"1551666022",0
"2976",277882,"3518396129",0
"2978",277884,"0380789019",7
"2979",277888,"067976402X",0
"2983",277895,"0060928336",0
"2987",277901,"0140239820",7
"2988",277901,"0330484338",8
"2993",277901,"0452282152",8
"2999",277901,"0679427430",8
"3002",277901,"0894716174",9
"3005",277903,"0440226430",8
"3008",277909,"0896592413",8
"3011",277915,"0060529709",0
"3013",277915,"0345418018",0
"3017",277915,"068482499X",0
"3032",277922,"0812516842",0
"3048",277928,"0312283709",0
"3055",277928,"0385319401",0
"3057",277928,"0385421982",0
"3058",277928,"038542471X",0
"3059",277928,"0385475713",0
"3060",277928,"0394572068",7
"3064",277928,"0449908186",10
"3066",277928,"0553057014",7
"3073",277928,"0679429220",0
"3075",277928,"0679731148",0
"3077",277928,"0679751602",10
"3079",277928,"0679770151",10
"3114",277929,"0515129968",9
"3126",277937,"0060934417",9
"3129",277937,"0316168815",7
"3132",277937,"0452283205",7
"3133",277937,"0452283868",6
"3134",277937,"0553569074",0
"3141",277938,"0380723573",10
"3145",277938,"0451404777",0
"3152",277945,"0312983824",0
"3155",277945,"0425188787",0
"3163",277945,"0515134384",7
"3165",277945,"051513628X",0
"3166",277945,"0515136379",7
"3172",277953,"0803251246",8
"3177",277954,"0446310492",0
"3178",277954,"0446794031",0
"3187",277959,"0156027321",8
"3193",277959,"0767905385",6
"3213",277965,"0316666343",0
"3215",277965,"0345353145",0
"3217",277965,"0345378482",0
"3219",277965,"0345380371",0
"3220",277965,"0345391055",0
"3221",277965,"0345402871",0
"3222",277965,"034540288X",0
"3224",277965,"0374190666",10
"3225",277965,"038097584X",0
"3229",277965,"0399145087",7
"3241",277965,"0671240862",10
"3247",277965,"0684874350",10
"3272",277982,"042516408X",0
"3274",277982,"0446401064",8
"3290",277984,"0440206154",0
"3294",277984,"0515087491",10
"3302",277984,"1593080549",10
"3309",277992,"0486280500",9
"3315",277997,"067976402X",8
"3317",278002,"0312958455",0
"3320",278002,"0345384733",0
"3326",278002,"044651652X",0
"3327",278002,"044651747X",0
"3337",278007,"0060928336",0
"3338",278007,"0316601950",6
"3349",278012,"0061056200",6
"3350",278012,"006251279X",0
"3361",278014,"044022165X",0
"3368",278019,"0446610038",0
"3372",278019,"0671006754",9
"3374",278020,"0192717529",0
"3376",278022,"0440439884",0
"3382",278026,"0060572965",9
"3388",278026,"0312983433",8
"3413",278026,"0451188950",8
"3419",278026,"0515130389",8
"3428",278026,"068815333X",7
"3435",278026,"0812528042",9
"3436",278026,"0812575911",0
"3438",278026,"1551667517",7
"3453",278044,"0312971362",0
"3454",278044,"0345441133",0
"3456",278044,"0451204948",0
"3457",278044,"0525942998",6
"3458",278044,"0553564528",7
"3460",278048,"0316569321",7
"3463",278054,"0099245027",0
"3488",278064,"0283073381",6
"3494",278064,"0751519782",0
"3497",278065,"1882663128",8
"3499",278069,"0099244527",7
"3503",278075,"0452282152",8
"3509",278089,"0553802135",0
"3518",278100,"0312980191",0
"3520",278100,"0425144062",8
"3521",278100,"0451160916",8
"3525",278106,"0140244824",9
"3526",278106,"0375702709",0
"3535",278112,"0440236665",7
"3539",278119,"044661162X",9
"3549",278137,"0061013145",0
"3551",278137,"0064409945",0
"3559",278137,"0330282565",0
"3569",278137,"0373078102",0
"3578",278137,"0373194978",0
"3581",278137,"0373708300",0
"3599",278137,"044022165X",0
"3613",278137,"0449700712",0
"3615",278137,"0451172310",0
"3636",278137,"0671673688",0
"3642",278137,"0671793489",0
"3647",278137,"0802400086",8
"3648",278137,"0804106304",8
"3659",278137,"0895774011",8
"3668",278137,"1576730360",0
"3671",278137,"1582293031",9
"3672",278137,"1892086034",0
"3686",278144,"0060928336",0
"3690",278144,"0310205719",0
"3691",278144,"0310252172",0
"3696",278144,"0373217307",0
"3700",278144,"0380817152",0
"3717",278144,"0440234743",0
"3718",278144,"0446360317",0
"3722",278144,"0446525804",0
"3740",278144,"0671023209",0
"3747",278144,"0679459596",0
"3748",278144,"0679459618",0
"3749",278144,"068484477X",0
"3752",278144,"0765341174",0
"3753",278144,"076534128X",0
"3757",278144,"0842332367",0
"3758",278144,"087131763X",0
"3762",278144,"1573220280",0
"3763",278144,"1573229075",0
"3766",278149,"0439097002",0
"3769",278155,"0330241117",9
"3777",278167,"0671227718",8
"3792",278188,"0061030643",0
"3803",278188,"0316601950",0
"3808",278188,"0345331737",0
"3810",278188,"0345366204",0
"3812",278188,"0373169736",0
"3813",278188,"0373169744",0
"3838",278188,"0380701006",0
"3840",278188,"0380772469",0
"3847",278188,"0425044602",0
"3854",278188,"0425173755",0
"3856",278188,"0425180964",0
"3871",278188,"0441783317",0
"3880",278188,"0449208672",0
"3885",278188,"0515084166",0
"3886",278188,"0515106402",0
"3888",278188,"051512219X",0
"3889",278188,"0515124621",8
"3892",278188,"0517007215",0
"3896",278188,"0553241141",0
"3903",278188,"0553583298",0
"3909",278188,"0590424971",7
"3917",278188,"0590435108",0
"3924",278188,"0590437364",0
"3931",278188,"0590523562",7
"3941",278188,"067167630X",0
"3945",278188,"0671739743",0
"3947",278188,"0689800975",6
"3963",278188,"0821711334",0
"3970",278188,"0821774638",3
"3991",278194,"0060926317",8
"3993",278194,"0140280553",5
"4010",278194,"051512219X",4
"4015",278194,"0743463390",0
"4025",278202,"0316102121",5
"4026",278202,"0316569321",0
"4030",278202,"0385324057",3
"4032",278202,"0385497466",3
"4033",278202,"0399145060",5
"4034",278202,"0399148019",3
"4036",278202,"0446527130",8
"4037",278202,"0446527165",0
"4038",278202,"0451204948",0
"4050",278204,"8420634158",8
"4059",278215,"0883680661",10
"4062",278218,"0060977493",7
"4068",278218,"0349101779",10
"4071",278218,"0943151163",0
"4083",278221,"0440216745",7
"4087",278221,"0553582755",9
"4088",278221,"0553584510",0
"4089",278221,"0671027123",8
"4090",278221,"0671027441",10
"4091",278221,"0671039385",0
"4099",278221,"0804106304",9
"4105",278221,"0962670472",0
"4111",278221,"1576738469",7
"4118",278224,"051512298X",0
"4119",278227,"0446604666",0
"4125",278243,"0156027321",8
"4144",278254,"0671027360",8
"4148",278255,"0316926078",4
"4157",278257,"0446604666",0
"4158",278257,"0449912302",5
"4159",278257,"0451153553",8
"4185",278314,"0140055932",5
"4193",278314,"0679731148",0
"4194",278314,"0688180191",0
"4209",278342,"0425184226",0
"4211",278342,"0671864173",0
"4225",278346,"0345334531",6
"4226",278346,"0345425286",0
"4231",278346,"051513287X",6
"4232",278346,"0671637525",0
"4235",278346,"1583226443",8
"4238",278355,"193059609X",0
"4253",278356,"0312965338",8
"4257",278356,"0394580567",0
"4283",278356,"1853263214",9
"4285",278358,"0878332170",6
"4307",278390,"044661257X",8
"4310",278390,"0671027360",7
"4316",278390,"0804106304",0
"4339",278418,"0020442408",0
"4365",278418,"0060192895",0
"4383",278418,"0060801115",0
"4387",278418,"0060920386",0
"4388",278418,"0060927542",0
"4397",278418,"0061008753",0
"4403",278418,"0061043958",0
"4436",278418,"0061097233",0
"4445",278418,"0064400557",0
"4450",278418,"0064401774",0
"4463",278418,"006444144X",0
"4464",278418,"0064443094",0
"4471",278418,"0070145121",0
"4478",278418,"0075547953",0
"4491",278418,"0140080805",0
"4499",278418,"0140244824",0
"4501",278418,"0140274782",0
"4511",278418,"0140344438",0
"4512",278418,"0140350039",0
"4545",278418,"0151310750",0
"4548",278418,"0151730857",0
"4582",278418,"0307001067",0
"4583",278418,"0307001091",0
"4585",278418,"0307001113",0
"4587",278418,"0307001164",0
"4592",278418,"0307001385",0
"4600",278418,"0307010007",0
"4601",278418,"0307010015",0
"4609",278418,"0307010945",0
"4630",278418,"0307021017",0
"4631",278418,"0307021076",0
"4632",278418,"0307021106",0
"4641",278418,"0307021696",0
"4666",278418,"0307046028",0
"4667",278418,"0307046117",0
"4675",278418,"0307070468",0
"4754",278418,"0307115399",0
"4757",278418,"0307115852",0
"4777",278418,"0307118703",0
"4792",278418,"0307122689",0
"4794",278418,"0307123456",0
"4854",278418,"0307301052",0
"4881",278418,"0307681408",0
"4886",278418,"0307740145",0
"4910",278418,"0307988414",0
"4922",278418,"0312042825",0
"4928",278418,"0312155824",0
"4942",278418,"0312917678",0
"4954",278418,"0312970234",7
"4966",278418,"0316104647",0
"4969",278418,"0316111236",0
"4982",278418,"0316693359",0
"4988",278418,"0345257189",0
"4989",278418,"0345272463",0
"4991",278418,"0345285549",0
"4993",278418,"0345300742",8
"4996",278418,"0345309154",0
"4999",278418,"0345314255",0
"5006",278418,"0345327853",0
"5011",278418,"0345348036",0
"5013",278418,"0345350707",0
"5020",278418,"0345365461",0
"5027",278418,"0345380371",0
"5028",278418,"034538184X",0
"5032",278418,"034538475X",0
"5035",278418,"0345391055",0
"5054",278418,"0373022956",0
"5060",278418,"0373024576",0
"5062",278418,"0373024630",0
"5068",278418,"0373025033",0
"5069",278418,"037302505X",0
"5095",278418,"0373029691",0
"5112",278418,"0373030363",0
"5114",278418,"0373030622",0
"5120",278418,"0373030932",0
"5123",278418,"0373031017",0
"5127",278418,"037303122X",0
"5132",278418,"037303136X",0
"5137",278418,"0373031513",0
"5143",278418,"0373031785",0
"5152",278418,"0373033125",0
"5156",278418,"0373033354",0
"5169",278418,"0373034857",0
"5185",278418,"0373072422",0
"5186",278418,"0373072694",0
"5200",278418,"0373075650",0
"5203",278418,"037307638X",0
"5215",278418,"0373077262",0
"5230",278418,"037307977X",0
"5236",278418,"0373088930",0
"5245",278418,"0373095228",0
"5247",278418,"0373095848",0
"5252",278418,"0373097840",0
"5259",278418,"0373098561",0
"5262",278418,"0373098960",0
"5273",278418,"0373099568",0
"5281",278418,"0373103425",0
"5286",278418,"0373104677",0
"5292",278418,"0373105320",0
"5293",278418,"0373105401",0
"5302",278418,"0373106246",0
"5339",278418,"0373114109",0
"5344",278418,"0373114206",0
"5361",278418,"0373114761",0
"5385",278418,"0373117728",0
"5417",278418,"0373163347",0
"5428",278418,"0373165544",0
"5438",278418,"0373166575",0
"5440",278418,"0373166680",0
"5445",278418,"0373167091",0
"5446",278418,"0373167318",7
"5485",278418,"0373196288",0
"5489",278418,"0373220456",0
"5497",278418,"0373221592",0
"5502",278418,"0373222181",0
"5505",278418,"0373222262",0
"5507",278418,"0373222319",0
"5519",278418,"0373224133",0
"5530",278418,"0373225342",0
"5535",278418,"0373225539",0
"5536",278418,"0373225547",0
"5537",278418,"0373225555",0
"5547",278418,"0373225970",0
"5552",278418,"0373226330",0
"5559",278418,"0373226713",0
"5564",278418,"0373240155",0
"5577",278418,"0373240570",0
"5580",278418,"0373240716",0
"5591",278418,"0373242603",0
"5597",278418,"0373243758",0
"5608",278418,"0373251300",0
"5609",278418,"0373251998",0
"5610",278418,"0373252331",0
"5624",278418,"0373258828",0
"5632",278418,"037326237X",0
"5634",278418,"037326240X",0
"5646",278418,"0373271786",0
"5657",278418,"0373289812",0
"5664",278418,"037329011X",0
"5668",278418,"0373290276",0
"5672",278418,"037329090X",0
"5676",278418,"0373291043",0
"5684",278418,"0373310196",0
"5697",278418,"0373471831",0
"5703",278418,"0373484534",0
"5704",278418,"0373501781",0
"5705",278418,"0373511221",0
"5711",278418,"0373650531",0
"5723",278418,"037370433X",0
"5735",278418,"0373706367",0
"5747",278418,"0373706995",0
"5761",278418,"0373707568",0
"5775",278418,"0373707983",0
"5776",278418,"0373708130",0
"5777",278418,"0373708149",0
"5779",278418,"0373708351",0
"5783",278418,"0373708599",0
"5787",278418,"0373709625",0
"5794",278418,"0373760396",0
"5797",278418,"0373762631",0
"5817",278418,"0373821778",0
"5828",278418,"0373871562",0
"5839",278418,"0375702709",0
"5840",278418,"0375703055",0
"5844",278418,"0375800018",0
"5850",278418,"0375808736",0
"5855",278418,"0380002558",0
"5856",278418,"0380002930",0
"5859",278418,"0380009471",0
"5862",278418,"0380017962",0
"5863",278418,"0380018179",0
"5874",278418,"0380685280",0
"5878",278418,"0380701006",0
"5884",278418,"0380709120",0
"5888",278418,"0380711877",0
"5895",278418,"0380725584",0
"5898",278418,"0380727951",0
"5900",278418,"0380755203",0
"5911",278418,"038076654X",0
"5918",278418,"038078906X",0
"5923",278418,"0380817624",0
"5925",278418,"0380834510",0
"5930",278418,"038097391X",5
"5934",278418,"0385011571",0
"5935",278418,"0385025866",0
"5938",278418,"0385152922",0
"5948",278418,"0385306032",0
"5956",278418,"0385420161",0
"5964",278418,"0385490992",0
"5988",278418,"0394800907",0
"5995",278418,"0394825519",0
"6028",278418,"0394848381",0
"6033",278418,"0394849558",0
"6042",278418,"0394859235",0
"6043",278418,"039485926X",0
"6049",278418,"0394865707",0
"6050",278418,"0394865871",0
"6055",278418,"0394872177",0
"6061",278418,"0394886682",0
"6083",278418,"0395368952",0
"6101",278418,"0395668417",0
"6118",278418,"0399138684",0
"6134",278418,"0425048543",5
"6150",278418,"0425118703",0
"6152",278418,"0425120694",0
"6172",278418,"0425164136",0
"6175",278418,"0425166961",0
"6176",278418,"0425168700",0
"6183",278418,"0425180050",0
"6194",278418,"0439049946",0
"6198",278418,"0439062454",0
"6204",278418,"0439088275",0
"6206",278418,"0439095557",0
"6207",278418,"043910274X",0
"6208",278418,"0439102758",0
"6224",278418,"0439135249",0
"6248",278418,"0439200911",0
"6313",278418,"0440145465",0
"6345",278418,"0440205417",0
"6346",278418,"0440206154",0
"6356",278418,"0440211727",0
"6364",278418,"0440217466",0
"6374",278418,"0440224594",0
"6379",278418,"0440226430",0
"6385",278418,"0440236673",0
"6400",278418,"0440408334",0
"6407",278418,"0440413494",0
"6412",278418,"0440414520",0
"6416",278418,"0440439884",0
"6419",278418,"0440457173",0
"6425",278418,"0440504953",0
"6460",278418,"0441000924",0
"6463",278418,"0441005764",0
"6467",278418,"0441317480",0
"6468",278418,"044132231X",0
"6471",278418,"0441586945",0
"6473",278418,"0441693237",0
"6476",278418,"0445043326",0
"6488",278418,"0446343455",0
"6496",278418,"0446363030",0
"6497",278418,"0446363251",0
"6502",278418,"0446364304",0
"6510",278418,"0446516317",0
"6511",278418,"044651652X",0
"6515",278418,"0446520608",5
"6532",278418,"0446603309",0
"6563",278418,"0448343606",0
"6586",278418,"0449202941",0
"6592",278418,"0449209598",0
"6614",278418,"0449909557",0
"6615",278418,"0449911616",0
"6621",278418,"0451127897",0
"6629",278418,"0451147367",0
"6633",278418,"0451153553",0
"6637",278418,"0451162072",0
"6649",278418,"0451177096",0
"6652",278418,"0451178386",0
"6669",278418,"0451205421",0
"6674",278418,"0451406176",0
"6676",278418,"0451408098",0
"6677",278418,"0451408411",0
"6678",278418,"0451408543",0
"6683",278418,"0451451406",0
"6687",278418,"0451519655",0
"6688",278418,"0451521285",0
"6693",278418,"0451526538",0
"6694",278418,"0451526805",0
"6696",278418,"0451627296",0
"6698",278418,"0452264464",0
"6740",278418,"051512608X",0
"6741",278418,"0515126772",0
"6743",278418,"0515127833",0
"6748",278418,"0515130389",8
"6749",278418,"0515130524",0
"6750",278418,"0515131229",8
"6771",278418,"051788710X",4
"6789",278418,"0525938990",0
"6801",278418,"0531087875",0
"6829",278418,"0553058894",0
"6832",278418,"0553095919",0
"6839",278418,"0553111396",0
"6855",278418,"0553158929",0
"6859",278418,"0553208845",0
"6862",278418,"0553211404",0
"6878",278418,"0553256157",0
"6880",278418,"0553258311",0
"6899",278418,"055328861X",0
"6905",278418,"0553292951",0
"6908",278418,"0553293893",0
"6912",278418,"0553297988",6
"6930",278418,"0553481525",0
"6934",278418,"0553483145",0
"6945",278418,"055356451X",0
"6950",278418,"0553566199",0
"6960",278418,"0553568779",0
"6986",278418,"0590010891",0
"6989",278418,"0590023101",0
"7018",278418,"0590134620",0
"7024",278418,"0590187317",0
"7033",278418,"0590227157",0
"7039",278418,"0590254960",0
"7054",278418,"059030271X",0
"7060",278418,"059031257X",0
"7063",278418,"0590315684",0
"7067",278418,"059031954X",0
"7070",278418,"0590324993",0
"7076",278418,"0590332368",0
"7077",278418,"0590332473",0
"7109",278418,"0590404555",0
"7115",278418,"0590407783",0
"7127",278418,"0590412981",0
"7170",278418,"0590431978",0
"7182",278418,"0590435132",0
"7188",278418,"059043652X",0
"7194",278418,"0590437747",0
"7202",278418,"0590440195",0
"7206",278418,"0590441531",0
"7211",278418,"0590442597",0
"7229",278418,"059044509X",0
"7238",278418,"0590448250",0
"7239",278418,"0590448277",0
"7240",278418,"0590448293",0
"7257",278418,"0590451618",0
"7262",278418,"0590453548",0
"7264",278418,"059045367X",0
"7266",278418,"059045403X",0
"7271",278418,"0590455877",0
"7276",278418,"059045658X",0
"7293",278418,"0590464175",0
"7310",278418,"0590470426",0
"7311",278418,"0590470434",0
"7332",278418,"0590483013",0
"7335",278418,"0590483072",0
"7352",278418,"0590486454",0
